"source","target","context","developer_comments"
"16818451000119104","Abnormal fetal heart rhythm","16818451000119104",""
"16783011000119102","Primary Merkel cell carcinoma of skin of forehead","16783011000119102",""
"16782931000119100","Primary Merkel cell carcinoma of skin of cheek","16782931000119100",""
"16782891000119108","Primary Merkel cell carcinoma of skin of temple","16782891000119108",""
"16782851000119103","Melanoma in situ of anal skin","16782851000119103",""
"16782771000119104","Melanoma in situ of temple","16782771000119104",""
"16782731000119102","Melanoma in situ of forehead","16782731000119102",""
"16782691000119109","Melanoma in situ of chin","16782691000119109",""
"16782651000119104","Melanoma in situ of nose","16782651000119104",""
"16782401000119100","Primary basal cell carcinoma of skin of anus","16782401000119100",""
"16782321000119104","Primary squamous cell carcinoma of skin of right hand","16782321000119104",""
"16782241000119104","Primary squamous cell carcinoma of skin of left hand","16782241000119104",""
"16780001000004106","Abscess of aorta","16780001000004106",""
"16779841000119104","Genitourinary syndrome of menopause","16779841000119104",""
"16779801000119101","Mass of parapharyngeal space","16779801000119101",""
"16775311000119107","Mycosis fungoides of facial lymph node","16775311000119107",""
"16774671000119108","Primary basal cell carcinoma of skin of labium majus","16774671000119108",""
"16774591000119105","Primary basal cell carcinoma of skin of right hand","16774591000119105",""
"16774551000119100","Primary basal cell carcinoma of skin of left hand","16774551000119100",""
"16769891000119103","Closed fracture of anterior column of left acetabulum","16769891000119103",""
"16764101000119100","Melanoma in situ of cheek","16764101000119100",""
"16755281000119108","Abnormal uterine bleeding due to coagulopathy","16755281000119108",""
"16755191000119103","Abnormal uterine bleeding due to endometrial polyp","16755191000119103",""
"16755141000119106","Abnormal uterine bleeding due to endometrial disorder","16755141000119106",""
"16755041000119107","Abnormal uterine bleeding due to endometrial hyperplasia","16755041000119107",""
"16754991000119104","Abnormal uterine bleeding due to atypical endometrial hyperplasia","16754991000119104",""
"16754941000119107","Abnormal uterine bleeding due to adenomyosis","16754941000119107",""
"16754891000119106","Abnormal uterine bleeding due to uterine fibroid","16754891000119106",""
"16754841000119103","Abnormal uterine bleeding due to endometrial intraepithelial neoplasia","16754841000119103",""
"16754791000119101","Abnormal uterine bleeding due to intramural uterine fibroid","16754791000119101",""
"16754741000119109","Abnormal uterine bleeding due to subserous leiomyoma of uterus","16754741000119109",""
"16754691000119107","Abnormal uterine bleeding due to submucous uterine fibroid","16754691000119107",""
"16754641000119104","Abnormal uterine bleeding due to primary malignant neoplasm of endometrium","16754641000119104",""
"16754591000119108","Abnormal uterine bleeding due to endocervical polyp","16754591000119108",""
"16754391000119100","Stable angina due to coronary arteriosclerosis","16754391000119100",""
"16750471000119102","Acute diffuse infarction of small intestine","16750471000119102",""
"16750411000119105","Bilateral serous cyst of ovaries","16750411000119105",""
"16749781000119101","Bilateral proliferative retinopathy of eyes due to diabetes mellitus type 1","16749781000119101",""
"16749661000119102","Proliferative retinopathy of right eye due to diabetes mellitus type 2","16749661000119102",""
"16748741000119101","Proliferative retinopathy of right eye due to diabetes mellitus type 1","16748741000119101",""
"16748141000119100","Bilateral proliferative retinopathy due to diabetes mellitus type 2","16748141000119100",""
"16747901000119104","Proliferative retinopathy of left eye due to diabetes mellitus type 2","16747901000119104",""
"16747741000119100","Proliferative retinopathy of left eye due to diabetes mellitus type 1","16747741000119100",""
"16747661000119109","Bilateral nonproliferative retinopathy due to diabetes mellitus type 2","16747661000119109",""
"16747341000119101","Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 1","16747341000119101",""
"16747141000119104","Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 2","16747141000119104",""
"16747101000119101","Bilateral severe nonproliferative retinopathy of eyes due to diabetes mellitus type 1","16747101000119101",""
"16747021000119109","Bilateral severe nonproliferative retinopathy of eyes due to diabetes mellitus type 2","16747021000119109",""
"16746941000119104","Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 1","16746941000119104",""
"16746901000119101","Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 2","16746901000119101",""
"16746741000119102","Nonproliferative retinopathy of right eye due to diabetes mellitus type 1","16746741000119102",""
"16746661000119106","Bilateral nonproliferative retinopathy of eyes due to diabetes mellitus type 1","16746661000119106",""
"16746341000119103","Bilateral moderate nonproliferative retinopathy due to diabetes mellitus type 2","16746341000119103",""
"16746261000119108","Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 2","16746261000119108",""
"16746131000119105","Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 2","16746131000119105",""
"16745931000119102","Bilateral mild nonproliferative retinopathy due to diabetes mellitus type 2","16745931000119102",""
"16745891000119105","Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 1","16745891000119105",""
"16745651000119101","Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 2","16745651000119101",""
"16745611000119102","Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 1","16745611000119102",""
"16745531000119108","Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 2","16745531000119108",""
"16745411000119104","Bilateral mild nonproliferative retinopathy due to diabetes mellitus type 1","16745411000119104",""
"16745211000119100","Nonproliferative retinopathy of left eye due to diabetes mellitus type 1","16745211000119100",""
"16745131000119100","Nonproliferative retinopathy of left eye due to diabetes mellitus type 2","16745131000119100",""
"16745051000119107","Nonproliferative retinopathy of right eye due to diabetes mellitus type 2","16745051000119107",""
"16741051000119109","Restenosis of peripheral vascular stent","16741051000119109",""
"16740891000119102","Malposition of ureteral stent","16740891000119102",""
"16740451000119109","Postpartum hemolysis-elevated liver enzymes-low platelet count syndrome","16740451000119109",""
"16740211000119107","Postpartum gestational proteinuria","16740211000119107",""
"16737621000119100","Postpartum edema","16737621000119100",""
"16733161000119105","Infection associated with neurostimulator of spinal cord","16733161000119105",""
"16732921000119107","Infection of brain neurostimulator","16732921000119107",""
"16732681000119104","Malposition of neurostimulator generator","16732681000119104",""
"16731481000119108","Infection of nephrostomy catheter","16731481000119108",""
"16716281000119108","Neonatal jaundice due to ABO incompatibility","16716281000119108",""
"16715971000119108","Acute infarction of small intestine","16715971000119108",""
"16715411000119108","Erectile dysfunction due to and following radiation therapy","16715411000119108",""
"16715371000119107","Erectile dysfunction due to and following ablation therapy of prostate","16715371000119107",""
"16715331000119109","Erectile dysfunction due to and following interstitial seed therapy","16715331000119109",""
"16711631000119103","Bilateral retinal neovascularization due to occlusion of branch of retinal veins","16711631000119103",""
"16711591000119103","Retinal neovascularization due to occlusion of branch of retinal vein of right eye","16711591000119103",""
"16711551000119108","Retinal neovascularization due to occlusion of branch of retinal vein of left eye","16711551000119108",""
"16711431000119101","Macular retinal edema due to occlusion of branch of right retinal vein","16711431000119101",""
"16711391000119106","Bilateral macular retinal edema due to occlusion of branch of retinal veins","16711391000119106",""
"16711351000119101","Macular retinal edema due to occlusion of branch of left retinal vein","16711351000119101",""
"16711271000119102","Macular retinal edema due to occlusion of left central retinal vein","16711271000119102",""
"16711231000119100","Macular retinal edema due to occlusion of right central retinal vein","16711231000119100",""
"16711191000119109","Bilateral macular retinal edema due to occlusion of central retinal veins","16711191000119109",""
"16711111000119100","Bilateral retinal neovascularization due to occlusion of central retinal veins","16711111000119100",""
"16711071000119107","Retinal neovascularization due to occlusion of central retinal vein of left eye","16711071000119107",""
"16711031000119109","Retinal neovascularization due to occlusion of central retinal vein of right eye","16711031000119109",""
"16709811000119106","Spontaneous hemorrhage of subarachnoid space from anterior communicating artery","16709811000119106",""
"16709541000119108","Closed fracture of right basilar portion of occipital bone","16709541000119108",""
"16709301000119102","Closed fracture of left basilar portion of occipital bone","16709301000119102",""
"16705611000119108","Dissection of left brachial artery","16705611000119108",""
"16705361000119104","Neoplasm of left kidney","16705361000119104",""
"16705321000119109","Neoplasm of right kidney","16705321000119109",""
"16705281000119104","Postsurgical neuroma of bilateral upper limbs","16705281000119104",""
"16705241000119109","Postsurgical neuroma of bilateral lower limbs","16705241000119109",""
"16705041000119100","Bilateral complex ovarian cyst","16705041000119100",""
"16703821000119101","Memory deficit due to and following hemorrhagic cerebrovascular accident","16703821000119101",""
"16703761000119102","Memory deficit due to and following ischemic cerebrovascular accident","16703761000119102",""
"16703711000119100","Memory deficit due to and following embolic cerebrovascular accident","16703711000119100",""
"16703661000119105","Memory deficit due to and following cerebrovascular accident","16703661000119105",""
"16703601000119109","Memory deficit due to and following spontaneous subarachnoid hemorrhage","16703601000119109",""
"16703551000119107","Memory deficit due to and following cerebrovascular disease","16703551000119107",""
"16703491000119101","Memory deficit due to and following spontaneous intracerebral hemorrhage","16703491000119101",""
"16702671000119109","Psychomotor retardation due to and following embolic cerebrovascular accident","16702671000119109",""
"16702561000119104","Psychomotor retardation due to and following cerebrovascular accident with intracranial hemorrhage","16702561000119104",""
"16702441000119104","Psychomotor retardation due to and following ischemic cerebrovascular accident","16702441000119104",""
"16699241000119100","Kaposi sarcoma of toe","16699241000119100",""
"16698931000119108","Traumatic rupture of collateral ligament of joint of left thumb","16698931000119108",""
"16698771000119109","Traumatic rupture of collateral ligament of joint of right thumb","16698771000119109",""
"16698651000119109","Asymptomatic microscopic hematuria","16698651000119109",""
"16698581000119101","Bilateral ovarian cyst during pregnancy","16698581000119101",""
"16698541000119106","Cyst of left ovary during pregnancy","16698541000119106",""
"16698501000119109","Cyst of right ovary during pregnancy","16698501000119109",""
"16697871000119100","Mast cell activation syndrome","16697871000119100",""
"16697831000119103","Idiopathic mast cell activation syndrome","16697831000119103",""
"16697741000119101","Infection of ureteral stent","16697741000119101",""
"16697701000119103","Infection associated with stent of urinary tract","16697701000119103",""
"16697661000119105","Infection associated with artificial urinary sphincter","16697661000119105",""
"16697571000119103","Dissection of right brachial artery","16697571000119103",""
"16697521000119104","Bilateral moderate nonproliferative retinopathy due to diabetes mellitus type 1","16697521000119104",""
"16697471000119102","Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 1","16697471000119102",""
"16697421000119103","Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 1","16697421000119103",""
"16697291000119100","Bilateral neoplasm of kidneys","16697291000119100",""
"16697181000119105","Congenital anomaly of right renal artery","16697181000119105",""
"16697141000119100","Bilateral congenital anomaly of renal veins","16697141000119100",""
"16697101000119102","Congenital malformation of left renal vein","16697101000119102",""
"16697061000119100","Congenital anomaly of left renal artery","16697061000119100",""
"16697021000119105","Congenital malformation of right renal vein","16697021000119105",""
"16696981000119105","Bilateral congenital anomaly of renal arteries","16696981000119105",""
"16696901000119102","Acute diffuse ischemic enteritis","16696901000119102",""
"16696781000119108","Bilateral swelling of ears","16696781000119108",""
"16695501000119102","Closed fracture of left half of occipital bone","16695501000119102",""
"16694261000119102","Closed fracture of right half of occipital bone","16694261000119102",""
"16690641000119105","Bilateral hemorrhagic corpus luteum cysts","16690641000119105",""
"16690601000119108","Bilateral cyst of corpus luteum of ovaries","16690601000119108",""
"16690551000119106","Female deep pain on intercourse","16690551000119106",""
"16675431000119101","Bilateral ultrasonography of kidneys abnormal","16675431000119101",""
"16675391000119106","Ultrasonography of left kidney abnormal","16675391000119106",""
"16675351000119101","Ultrasonography of right kidney abnormal","16675351000119101",""
"16675301000119100","Pain of left testicle","16675301000119100",""
"16675251000119106","Bilateral testicular pain","16675251000119106",""
"16675201000119107","Pain of right testicle","16675201000119107",""
"16674931000119109","Open fracture of left orbital floor","16674931000119109",""
"16674691000119100","Open fracture of right orbital floor","16674691000119100",""
"16674411000119107","Pathological fracture of right half of mandible","16674411000119107",""
"16674131000119106","Pathological fracture of left half of mandible","16674131000119106",""
"16674081000119106","Right jaw sprain","16674081000119106",""
"16674031000119105","Bilateral jaw sprain","16674031000119105",""
"16673981000119108","Left jaw sprain","16673981000119108",""
"16671631000119101","Closed blow-out fracture of left orbital floor","16671631000119101",""
"16671391000119109","Closed blow-out fracture of right orbital floor","16671391000119109",""
"16671351000119104","Closed fracture of left mandible","16671351000119104",""
"16671311000119100","Closed fracture of right mandible","16671311000119100",""
"16671071000119105","Closed fracture of angle of left mandible","16671071000119105",""
"16670831000119109","Closed fracture of angle of right mandible","16670831000119109",""
"16670591000119105","Closed fracture of body of right mandible","16670591000119105",""
"16670351000119107","Closed fracture of body of left mandible","16670351000119107",""
"16670311000119106","Closed fracture of ramus of right mandible","16670311000119106",""
"16670271000119106","Closed fracture of ramus of left mandible","16670271000119106",""
"16670231000119108","Closed fracture of coronoid process of left mandible","16670231000119108",""
"16670191000119104","Closed fracture of coronoid process of right mandible","16670191000119104",""
"16669951000119109","Closed fracture of condylar process of right mandible","16669951000119109",""
"16669911000119108","Closed subcondylar fracture of left mandible","16669911000119108",""
"16669871000119105","Closed subcondylar fracture of right mandible","16669871000119105",""
"16669631000119108","Closed fracture of condylar process of left mandible","16669631000119108",""
"16669591000119108","Closed fracture of right orbit","16669591000119108",""
"16669351000119105","Closed fracture of right orbital floor","16669351000119105",""
"16669111000119106","Closed fracture of left orbital floor","16669111000119106",""
"16669071000119104","Closed fracture of left orbit","16669071000119104",""
"16669031000119102","Closed fracture of medial wall of left orbit","16669031000119102",""
"16668991000119109","Closed fracture of medial wall of right orbit","16668991000119109",""
"16668951000119104","Closed fracture of left naso orbital ethmoid","16668951000119104",""
"16668911000119100","Closed fracture of right naso orbital ethmoid","16668911000119100",""
"16668671000119102","Closed fracture of left zygomatic tripod","16668671000119102",""
"16668431000119103","Closed fracture of right zygomatic tripod","16668431000119103",""
"16668191000119106","Closed fracture of orbital portion of left zygomatic bone","16668191000119106",""
"16667951000119103","Closed fracture of orbital portion of right zygomatic bone","16667951000119103",""
"16667711000119102","Closed fracture of left zygomatic arch","16667711000119102",""
"16667471000119104","Closed fracture of right zygomatic arch","16667471000119104",""
"16667431000119102","Closed fracture of right maxilla","16667431000119102",""
"16667391000119107","Closed fracture of left maxilla","16667391000119107",""
"16667351000119102","Open fracture of right half of mandible","16667351000119102",""
"16667311000119103","Open fracture of left half of mandible","16667311000119103",""
"16667271000119103","Open fracture of ramus of left half of mandible","16667271000119103",""
"16667231000119101","Open fracture of ramus of right half of mandible","16667231000119101",""
"16666831000119102","Open fracture of body of left half of mandible","16666831000119102",""
"16666591000119101","Open fracture of body of right half of mandible","16666591000119101",""
"16665991000119101","Open fracture of right orbit","16665991000119101",""
"16665751000119108","Open blow-out fracture of left orbital floor","16665751000119108",""
"16665511000119101","Open blow-out fracture of right orbital floor","16665511000119101",""
"16665471000119105","Open fracture of left orbit","16665471000119105",""
"16665431000119107","Open fracture of medial wall of left orbit","16665431000119107",""
"16665391000119102","Open fracture of medial wall of right orbit","16665391000119102",""
"16665351000119107","Open fracture of right maxilla","16665351000119107",""
"16665311000119106","Open fracture of left maxilla","16665311000119106",""
"16665071000119101","Open fracture of right zygomatic arch","16665071000119101",""
"16664831000119108","Open fracture of left zygomatic arch","16664831000119108",""
"16662611000119107","Dissection of right popliteal artery","16662611000119107",""
"16662571000119103","Dissection of left popliteal artery","16662571000119103",""
"16662531000119101","Bilateral popliteal artery dissection","16662531000119101",""
"16662451000119106","Dissection of right radial artery","16662451000119106",""
"16662411000119105","Dissection of left radial artery","16662411000119105",""
"16662371000119109","Aneurysm of left vertebral artery","16662371000119109",""
"16662331000119106","Aneurysm of right vertebral artery","16662331000119106",""
"16661971000119104","Cerebrovascular accident due to stenosis of bilateral carotid arteries","16661971000119104",""
"16661931000119102","Cerebrovascular accident due to stenosis of bilateral vertebral arteries","16661931000119102",""
"16652291000119105","Chalazion of bilateral eyelids","16652291000119105",""
"16650301000119105","Lesion of left cervical nerve root","16650301000119105",""
"16650161000119108","Lesion of right cervical nerve root","16650161000119108",""
"16644981000119109","Cerebrovascular accident due to occlusion of bilateral posterior communicating arteries","16644981000119109",""
"16644681000119102","Cerebrovascular accident due to occlusion of bilateral pontine arteries","16644681000119102",""
"16644541000119106","Cerebrovascular accident due to occlusion of bilateral carotid arteries","16644541000119106",""
"16641521000119102","Inflammation of peripheral nerve of bilateral ankles","16641521000119102",""
"16641401000119105","Bilateral iliohypogastric neuritis","16641401000119105",""
"16641311000119104","Bilateral saphenous neuritis","16641311000119104",""
"16641241000119106","Bilateral ilioinguinal neuritis","16641241000119106",""
"16641061000119103","Bilateral upper limb nerve inflammation","16641061000119103",""
"16640121000119100","Bilateral musculocutaneous nerve entrapment","16640121000119100",""
"16639981000119109","Bilateral entrapment of radial nerves","16639981000119109",""
"16639501000119109","Entrapment of peripheral nerve of bilateral lower limbs","16639501000119109",""
"16639391000119106","Bilateral entrapment of peripheral nerve of upper limbs","16639391000119106",""
"16639181000119106","Bilateral entrapment of deep peroneal nerves","16639181000119106",""
"16639121000119107","Entrapment of bilateral plantar nerves","16639121000119107",""
"16638971000119103","Bilateral entrapment of obturator nerves","16638971000119103",""
"16638901000119108","Entrapment of bilateral sural nerves","16638901000119108",""
"16638861000119102","Bilateral entrapment of superficial peroneal nerves","16638861000119102",""
"16638691000119105","Entrapment of bilateral genitofemoral nerves","16638691000119105",""
"16638551000119101","Bilateral entrapment of common peroneal nerves","16638551000119101",""
"16638481000119109","Bilateral entrapment of peripheral nerve of hands","16638481000119109",""
"16638401000119101","Bilateral neuralgia of nerve of lower limbs","16638401000119101",""
"16638321000119100","Bilateral neuralgia of pudendal nerves","16638321000119100",""
"16638241000119100","Bilateral neuralgia of iliohypogastric nerves","16638241000119100",""
"16637971000119104","Bilateral lateral plantar neuropathy","16637971000119104",""
"16637901000119109","Bilateral obturator neuropathy","16637901000119109",""
"16637831000119106","Bilateral genitofemoral neuropathy","16637831000119106",""
"16637761000119107","Bilateral disorder of common peroneal nerves","16637761000119107",""
"16637661000119104","Bilateral common peroneal neuropathy at lateral popliteal branch","16637661000119104",""
"16637571000119106","Bilateral common peroneal neuropathy at head of fibula","16637571000119106",""
"16637351000119109","Bilateral deep peroneal neuropathy","16637351000119109",""
"16637291000119109","Bilateral tibial neuropathy","16637291000119109",""
"16637211000119100","Bilateral ilioinguinal neuropathy","16637211000119100",""
"16637101000119107","Primary sarcoma of small intestine","16637101000119107",""
"16637001000119108","Lesion of bilateral plantar nerves","16637001000119108",""
"16636931000119100","Lesion of bilateral femoral nerves","16636931000119100",""
"16636861000119101","Lesion of bilateral common peroneal nerves","16636861000119101",""
"16636821000119106","Bilateral disorder of median nerves","16636821000119106",""
"16636741000119106","Lesion of bilateral radial nerves","16636741000119106",""
"16636671000119108","Lesion of bilateral median nerves","16636671000119108",""
"16636581000119107","Bilateral suprascapular neuropathy","16636581000119107",""
"16636451000119101","Bilateral lesion of ulnar nerves","16636451000119101",""
"16636401000119100","Bilateral upper limb mononeuropathy","16636401000119100",""
"16636321000119104","Bilateral axillary neuropathy","16636321000119104",""
"16636281000119109","Lesion of bilateral sciatic nerves","16636281000119109",""
"16636151000119109","Lesion of bilateral tibial nerves","16636151000119109",""
"16636101000119105","Primary malignant gastrointestinal stromal neoplasm of rectum","16636101000119105",""
"16636051000119105","Primary malignant gastrointestinal stromal neoplasm of colon","16636051000119105",""
"16631881000119104","Parastomal hernia following gastrostomy","16631881000119104",""
"16624151000119101","Intramural hematoma of abdominal aorta","16624151000119101",""
"16624051000119100","Intramural hematoma of thoracic aorta","16624051000119100",""
"16624001000119104","Intramural hematoma of aorta","16624001000119104",""
"16623961000119100","Pancytopenia caused by immunosuppressant","16623961000119100",""
"16623921000119105","Viral hepatitis C in mother during pregnancy","16623921000119105",""
"16606801000119105","Dissection of artery of right lower limb","16606801000119105",""
"16606761000119102","Dissection of artery of left lower limb","16606761000119102",""
"16606721000119107","Seropositive rheumatoid arthritis in remission","16606721000119107",""
"16606681000119101","Seronegative rheumatoid arthritis in remission","16606681000119101",""
"16606531000119101","Acute diffuse ischemic enterocolitis","16606531000119101",""
"16594881000119101","Acoustic neuroma of left vestibular nerve","16594881000119101",""
"16594841000119106","Acoustic neuroma of right vestibular nerve","16594841000119106",""
"16584951000119101","Oral steroid-dependent asthma","16584951000119101",""
"16583601000119107","Ganglion cyst of left ankle","16583601000119107",""
"16583561000119107","Ganglion cyst of right ankle","16583561000119107",""
"16583441000119107","Reactive arthritis of left ankle","16583441000119107",""
"16583401000119105","Reactive arthritis of right ankle","16583401000119105",""
"16583361000119101","Osteoarthritis of joint of right ankle","16583361000119101",""
"16583321000119106","Osteoarthritis of right ankle due to trauma","16583321000119106",""
"16583281000119101","Osteoarthritis of left ankle due to trauma","16583281000119101",""
"16583241000119106","Secondary osteoarthritis of right ankle","16583241000119106",""
"16583201000119109","Secondary osteoarthritis of left ankle","16583201000119109",""
"16582961000119107","Arthritis of right ankle due to trauma","16582961000119107",""
"16582921000119102","Arthritis of left ankle due to trauma","16582921000119102",""
"16580691000119107","Chronic urinary bladder pain","16580691000119107",""
"16561681000119100","Bilateral closed dislocation of temporomandibular joints","16561681000119100",""
"16561641000119105","Closed dislocation of left temporomandibular joint","16561641000119105",""
"16561601000119108","Closed dislocation of right temporomandibular joint","16561601000119108",""
"16561561000119108","Closed fracture of right zygomatic bone","16561561000119108",""
"16561521000119103","Closed fracture of left zygomatic bone","16561521000119103",""
"16561481000119103","Open traumatic bilateral jaw dislocation","16561481000119103",""
"16561361000119102","Open fracture of right zygoma","16561361000119102",""
"16561321000119107","Open fracture of left zygoma","16561321000119107",""
"16546791000119109","Strain of left patellar tendon","16546791000119109",""
"16546631000119102","Strain of right patellar tendon","16546631000119102",""
"16546371000119109","Drug coated stent in coronary artery","16546371000119109",""
"16543671000119105","Open fracture of metaphysis of distal left radius","16543671000119105",""
"16543151000119106","Open fracture of metaphysis of distal right radius","16543151000119106",""
"16542901000119101","Closed fracture of metaphysis of distal end of right radius","16542901000119101",""
"16542861000119107","Closed fracture of metaphysis of distal end of left radius","16542861000119107",""
"16538831000119103","Melanocytic nevus of cheek","16538831000119103",""
"16538751000119104","Bilateral sensation of blocked ears","16538751000119104",""
"16538701000119103","Sensation of blocked left ear","16538701000119103",""
"16538651000119108","Sensation of blocked right ear","16538651000119108",""
"16528621000119102","Rupture of interventricular septum following acute myocardial infarction","16528621000119102",""
"16528221000119104","Congenital duplication of anterior communicating artery","16528221000119104",""
"16527721000119108","Primary non-small cell carcinoma of upper lobe of right lung","16527721000119108",""
"16527641000119107","Primary non-small cell carcinoma of left lung","16527641000119107",""
"16527601000119105","Primary non-small cell carcinoma of right lung","16527601000119105",""
"16527561000119105","Primary non-small cell carcinoma of lower lobe of right lung","16527561000119105",""
"16527521000119100","Primary non-small cell carcinoma of upper lobe of left lung","16527521000119100",""
"16527481000119100","Primary non-small cell carcinoma of middle lobe of right lung","16527481000119100",""
"16527441000119105","Primary non-small cell carcinoma of lower lobe of left lung","16527441000119105",""
"16527081000119105","Laceration of left eyebrow","16527081000119105",""
"16526801000119108","Laceration of right eyebrow","16526801000119108",""
"16520041000119104","Congenital fenestration of basilar artery","16520041000119104",""
"16519951000119100","Posterior cerebral artery of fetal origin","16519951000119100",""
"16477701000119105","Dissection of celiac artery","16477701000119105",""
"16477021000119103","Bilateral anterior subcapsular polar senile cataract of eyes","16477021000119103",""
"16476681000119105","Spontaneous intracranial hypotension","16476681000119105",""
"16476641000119100","Acquired arteriovenous fistula of dura of cerebrum","16476641000119100",""
"16475931000119105","Tracheal papillomatosis","16475931000119105",""
"16475271000119104","Bilateral meibomianitis of lower eyelids","16475271000119104",""
"16475231000119102","Bilateral meibomitis of upper eyelids","16475231000119102",""
"16472761000119108","Obstructive shock","16472761000119108",""
"16470211000119100","Urinary incontinence due to and following embolic cerebrovascular accident","16470211000119100",""
"16470151000119106","Urinary incontinence due to and following ischemic stroke","16470151000119106",""
"16470101000119107","Urinary incontinence due to and following cerebrovascular accident","16470101000119107",""
"16470041000119105","Urinary incontinence due to and following cerebrovascular accident with intracranial hemorrhage","16470041000119105",""
"16469991000119101","Fatigue due to and following cerebrovascular accident","16469991000119101",""
"16469931000119100","Fatigue due to and following ischemic cerebrovascular accident","16469931000119100",""
"16469881000119105","Fatigue due to and following embolic cerebrovascular accident","16469881000119105",""
"16469821000119106","Fatigue due to and following cerebrovascular accident with intracranial hemorrhage","16469821000119106",""
"16469741000119106","Microperforate hymen","16469741000119106",""
"16468941000119103","Malfunction of jejunostomy","16468941000119103",""
"16468121000119106","Zika virus infection during pregnancy","16468121000119106",""
"16467781000119105","Melorheostosis of bone of left forearm","16467781000119105",""
"16467741000119100","Melorheostosis of bone of right forearm","16467741000119100",""
"16467701000119102","Melorheostosis of right humerus","16467701000119102",""
"16467661000119109","Melorheostosis of left femur","16467661000119109",""
"16467501000119107","Melorheostosis of left rib","16467501000119107",""
"16467461000119107","Melorheostosis of bilateral femurs","16467461000119107",""
"16467421000119102","Melorheostosis of right femur","16467421000119102",""
"16467381000119106","Melorheostosis of skull","16467381000119106",""
"16467301000119103","Melorheostosis of left foot","16467301000119103",""
"16467261000119106","Melorheostosis of left lower leg","16467261000119106",""
"16467181000119109","Melorheostosis of bone of right hand","16467181000119109",""
"16467141000119104","Melorheostosis of left humerus","16467141000119104",""
"16466861000119107","Melorheostosis of bone of left hand","16466861000119107",""
"16466821000119102","Melorheostosis of spine","16466821000119102",""
"16466741000119102","Melorheostosis of right foot","16466741000119102",""
"16466661000119106","Melorheostosis of left shoulder region","16466661000119106",""
"16466621000119101","Melorheostosis of right shoulder region","16466621000119101",""
"16466581000119101","Melorheostosis of right lower leg","16466581000119101",""
"16466541000119106","Melorheostosis of right rib","16466541000119106",""
"16462851000119106","Myalgia caused by statin","16462851000119106",""
"16442221000119107","Bilateral periorbital pain of eyes","16442221000119107",""
"16442181000119104","Periorbital pain of right eye","16442181000119104",""
"16442141000119109","Periorbital pain of left eye","16442141000119109",""
"16441621000119100","Sexual dysfunction caused by drug","16441621000119100",""
"16438251000119100","Greater trochanteric pain syndrome of left lower limb","16438251000119100",""
"16438211000119101","Bilateral greater trochanteric pain syndrome of lower limbs","16438211000119101",""
"16438171000119103","Greater trochanteric pain syndrome of right lower limb","16438171000119103",""
"16434671000119101","Cystic fibrosis transmembrane conductance regulator-related metabolic syndrome","16434671000119101",""
"16434391000119107","Athletic pubalgia of left groin","16434391000119107",""
"16434231000119101","Athletic pubalgia of right groin","16434231000119101",""
"16434071000119108","At increased risk of cardiovascular disease","16434071000119108",""
"16426681000119106","Arthritis of facet joint of cervical spine","16426681000119106",""
"16426641000119101","Arthritis of facet joint of lumbar spine","16426641000119101",""
"16426601000119103","Arthritis of facet joint of thoracic spine","16426601000119103",""
"16419781000119100","Vitreoretinal tuft of left eye","16419781000119100",""
"16419741000119105","Vitreoretinal tuft of right eye","16419741000119105",""
"16419701000119108","Bilateral vitreoretinal tuft of eyes","16419701000119108",""
"16419651000119103","Dependence on biphasic positive airway pressure ventilation due to central sleep apnea syndrome","16419651000119103",""
"16419611000119104","Medial tibial stress syndrome of right lower leg","16419611000119104",""
"16419211000119102","Medial tibial stress syndrome of bilateral lower legs","16419211000119102",""
"16419171000119104","Medial tibial stress syndrome of left lower leg","16419171000119104",""
"16415791000119104","Myasthenia gravis in remission","16415791000119104",""
"16415501000119100","Acute visceral ischemia","16415501000119100",""
"16415361000119105","Radiologically isolated syndrome","16415361000119105",""
"16415081000119104","Supraventricular tachycardia following acute myocardial infarction","16415081000119104",""
"16414611000119100","Primary malignant neoplasm of peripheral nerves of left upper limb","16414611000119100",""
"16410651000119105","Spasm of muscle of lower back","16410651000119105",""
"16376391000119106","Arteritic anterior ischemic optic neuropathy of right eye","16376391000119106",""
"16376241000119109","Arteritic anterior ischemic optic neuropathy of left eye","16376241000119109",""
"16376191000119109","Bilateral arteritic anterior ischemic optic neuropathy of eyes","16376191000119109",""
"16371831000119108","Delta beta thalassemia trait","16371831000119108",""
"16371781000119100","Cerebellar stroke","16371781000119100",""
"16370261000119105","Disorder due to and following transplantation of stem cell","16370261000119105",""
"16357831000119100","Bilateral adenoma of adrenal glands","16357831000119100",""
"16357791000119106","Adenoma of left adrenal gland","16357791000119106",""
