"source","target","context","developer_comments"
"16673981000119108","","16673981000119108",""
"16671631000119101","","16671631000119101",""
"16671391000119109","","16671391000119109",""
"16671351000119104","","16671351000119104",""
"16671311000119100","","16671311000119100",""
"16671071000119105","","16671071000119105",""
"16670831000119109","","16670831000119109",""
"16670591000119105","","16670591000119105",""
"16670351000119107","","16670351000119107",""
"16670311000119106","","16670311000119106",""
"16670271000119106","","16670271000119106",""
"16670231000119108","","16670231000119108",""
"16670191000119104","","16670191000119104",""
"16669951000119109","","16669951000119109",""
"16669911000119108","","16669911000119108",""
"16669871000119105","","16669871000119105",""
"16669631000119108","","16669631000119108",""
"16669591000119108","","16669591000119108",""
"16669351000119105","","16669351000119105",""
"16669111000119106","","16669111000119106",""
"16669071000119104","","16669071000119104",""
"16669031000119102","","16669031000119102",""
"16668991000119109","","16668991000119109",""
"16668951000119104","","16668951000119104",""
"16668911000119100","","16668911000119100",""
"16668671000119102","","16668671000119102",""
"16668431000119103","","16668431000119103",""
"16668191000119106","","16668191000119106",""
"16667951000119103","","16667951000119103",""
"16667711000119102","","16667711000119102",""
"16667471000119104","","16667471000119104",""
"16667431000119102","","16667431000119102",""
"16667391000119107","","16667391000119107",""
"16667351000119102","","16667351000119102",""
"16667311000119103","","16667311000119103",""
"16667271000119103","","16667271000119103",""
"16667231000119101","","16667231000119101",""
"16666831000119102","","16666831000119102",""
"16666591000119101","","16666591000119101",""
"16665991000119101","","16665991000119101",""
"16665751000119108","","16665751000119108",""
"16665511000119101","","16665511000119101",""
"16665471000119105","","16665471000119105",""
"16665431000119107","","16665431000119107",""
"16665391000119102","","16665391000119102",""
"16665351000119107","","16665351000119107",""
"16665311000119106","","16665311000119106",""
"16665071000119101","","16665071000119101",""
"16664831000119108","","16664831000119108",""
"16662611000119107","","16662611000119107",""
"16662571000119103","","16662571000119103",""
"16662531000119101","","16662531000119101",""
"16662451000119106","","16662451000119106",""
"16662411000119105","","16662411000119105",""
"16662371000119109","","16662371000119109",""
"16662331000119106","","16662331000119106",""
"16661971000119104","","16661971000119104",""
"16661931000119102","","16661931000119102",""
"16652291000119105","","16652291000119105",""
"16650301000119105","","16650301000119105",""
"16650161000119108","","16650161000119108",""
"16644981000119109","","16644981000119109",""
"16644681000119102","","16644681000119102",""
"16644541000119106","","16644541000119106",""
"16641521000119102","","16641521000119102",""
"16641401000119105","","16641401000119105",""
"16641311000119104","","16641311000119104",""
"16641241000119106","","16641241000119106",""
"16641061000119103","","16641061000119103",""
"16640121000119100","","16640121000119100",""
"16639981000119109","","16639981000119109",""
"16639501000119109","","16639501000119109",""
"16639391000119106","","16639391000119106",""
"16639181000119106","","16639181000119106",""
"16639121000119107","","16639121000119107",""
"16638971000119103","","16638971000119103",""
"16638901000119108","","16638901000119108",""
"16638861000119102","","16638861000119102",""
"16638691000119105","","16638691000119105",""
"16638551000119101","","16638551000119101",""
"16638481000119109","","16638481000119109",""
"16638401000119101","","16638401000119101",""
"16638321000119100","","16638321000119100",""
"16638241000119100","","16638241000119100",""
"16637971000119104","","16637971000119104",""
"16637901000119109","","16637901000119109",""
"16637831000119106","","16637831000119106",""
"16637761000119107","","16637761000119107",""
"16637661000119104","","16637661000119104",""
"16637571000119106","","16637571000119106",""
"16637351000119109","","16637351000119109",""
"16637291000119109","","16637291000119109",""
"16637211000119100","","16637211000119100",""
"16637101000119107","","16637101000119107",""
"16637001000119108","","16637001000119108",""
"16636931000119100","","16636931000119100",""
"16636861000119101","","16636861000119101",""
"16636821000119106","","16636821000119106",""
"16636741000119106","","16636741000119106",""
"16636671000119108","","16636671000119108",""
"16636581000119107","","16636581000119107",""
"16636451000119101","","16636451000119101",""
"16636401000119100","","16636401000119100",""
"16636321000119104","","16636321000119104",""
"16636281000119109","","16636281000119109",""
"16636151000119109","","16636151000119109",""
"16636101000119105","","16636101000119105",""
"16636051000119105","","16636051000119105",""
"16631881000119104","","16631881000119104",""
"16624151000119101","","16624151000119101",""
"16624051000119100","","16624051000119100",""
"16624001000119104","","16624001000119104",""
"16623961000119100","","16623961000119100",""
"16623921000119105","","16623921000119105",""
"16606801000119105","","16606801000119105",""
"16606761000119102","","16606761000119102",""
"16606721000119107","","16606721000119107",""
"16606681000119101","","16606681000119101",""
"16606531000119101","","16606531000119101",""
"16594881000119101","","16594881000119101",""
"16594841000119106","","16594841000119106",""
"16584951000119101","","16584951000119101",""
"16583601000119107","","16583601000119107",""
"16583561000119107","","16583561000119107",""
"16583441000119107","","16583441000119107",""
"16583401000119105","","16583401000119105",""
"16583361000119101","","16583361000119101",""
"16583321000119106","","16583321000119106",""
"16583281000119101","","16583281000119101",""
"16583241000119106","","16583241000119106",""
"16583201000119109","","16583201000119109",""
"16582961000119107","","16582961000119107",""
"16582921000119102","","16582921000119102",""
"16580691000119107","","16580691000119107",""
"16561681000119100","","16561681000119100",""
"16561641000119105","","16561641000119105",""
"16561601000119108","","16561601000119108",""
"16561561000119108","","16561561000119108",""
"16561521000119103","","16561521000119103",""
"16561481000119103","","16561481000119103",""
"16561361000119102","","16561361000119102",""
"16561321000119107","","16561321000119107",""
"16546791000119109","","16546791000119109",""
"16546631000119102","","16546631000119102",""
"16546371000119109","","16546371000119109",""
"16543671000119105","","16543671000119105",""
"16543151000119106","","16543151000119106",""
"16542901000119101","","16542901000119101",""
"16542861000119107","","16542861000119107",""
"16538831000119103","","16538831000119103",""
"16538751000119104","","16538751000119104",""
"16538701000119103","","16538701000119103",""
"16538651000119108","","16538651000119108",""
"16528621000119102","","16528621000119102",""
"16528221000119104","","16528221000119104",""
"16527721000119108","","16527721000119108",""
"16527641000119107","","16527641000119107",""
"16527601000119105","","16527601000119105",""
"16527561000119105","","16527561000119105",""
"16527521000119100","","16527521000119100",""
"16527481000119100","","16527481000119100",""
"16527441000119105","","16527441000119105",""
"16527081000119105","","16527081000119105",""
"16526801000119108","","16526801000119108",""
"16520041000119104","","16520041000119104",""
"16519951000119100","","16519951000119100",""
"16477701000119105","","16477701000119105",""
"16477021000119103","","16477021000119103",""
"16476681000119105","","16476681000119105",""
"16476641000119100","","16476641000119100",""
"16475931000119105","","16475931000119105",""
"16475271000119104","","16475271000119104",""
"16475231000119102","","16475231000119102",""
"16472761000119108","","16472761000119108",""
"16470211000119100","","16470211000119100",""
"16470151000119106","","16470151000119106",""
"16470101000119107","","16470101000119107",""
"16470041000119105","","16470041000119105",""
"16469991000119101","","16469991000119101",""
"16469931000119100","","16469931000119100",""
"16469881000119105","","16469881000119105",""
"16469821000119106","","16469821000119106",""
"16469741000119106","","16469741000119106",""
"16468941000119103","","16468941000119103",""
"16468121000119106","","16468121000119106",""
"16467781000119105","","16467781000119105",""
"16467741000119100","","16467741000119100",""
"16467701000119102","","16467701000119102",""
"16467661000119109","","16467661000119109",""
"16467501000119107","","16467501000119107",""
"16467461000119107","","16467461000119107",""
"16467421000119102","","16467421000119102",""
"16467381000119106","","16467381000119106",""
"16467301000119103","","16467301000119103",""
"16467261000119106","","16467261000119106",""
"16467181000119109","","16467181000119109",""
"16467141000119104","","16467141000119104",""
"16466861000119107","","16466861000119107",""
"16466821000119102","","16466821000119102",""
"16466741000119102","","16466741000119102",""
"16466661000119106","","16466661000119106",""
"16466621000119101","","16466621000119101",""
"16466581000119101","","16466581000119101",""
"16466541000119106","","16466541000119106",""
"16462851000119106","","16462851000119106",""
"16442221000119107","","16442221000119107",""
"16442181000119104","","16442181000119104",""
"16442141000119109","","16442141000119109",""
"16441621000119100","","16441621000119100",""
"16438251000119100","","16438251000119100",""
"16438211000119101","","16438211000119101",""
"16438171000119103","","16438171000119103",""
"16434671000119101","","16434671000119101",""
"16434391000119107","","16434391000119107",""
"16434231000119101","","16434231000119101",""
"16434071000119108","","16434071000119108",""
"16426681000119106","","16426681000119106",""
"16426641000119101","","16426641000119101",""
"16426601000119103","","16426601000119103",""
"16419781000119100","","16419781000119100",""
"16419741000119105","","16419741000119105",""
"16419701000119108","","16419701000119108",""
"16419651000119103","","16419651000119103",""
"16419611000119104","","16419611000119104",""
"16419211000119102","","16419211000119102",""
"16419171000119104","","16419171000119104",""
"16415791000119104","","16415791000119104",""
"16415501000119100","","16415501000119100",""
"16415361000119105","","16415361000119105",""
"16415081000119104","","16415081000119104",""
"16414611000119100","","16414611000119100",""
"16410651000119105","","16410651000119105",""
"16376391000119106","","16376391000119106",""
"16376241000119109","","16376241000119109",""
"16376191000119109","","16376191000119109",""
"16371831000119108","","16371831000119108",""
"16371781000119100","","16371781000119100",""
"16370261000119105","","16370261000119105",""
"16357831000119100","","16357831000119100",""
"16357791000119106","","16357791000119106",""
"16357751000119101","","16357751000119101",""
"16347601000119109","","16347601000119109",""
"16347551000119107","","16347551000119107",""
"16320871000119102","","16320871000119102",""
"16320831000119100","","16320831000119100",""
"16320791000119106","","16320791000119106",""
"16320631000119104","","16320631000119104",""
"16320551000119109","","16320551000119109",""
"16318061000119108","","16318061000119108",""
"16318001000119107","","16318001000119107",""
"16317081000119100","","16317081000119100",""
"16317041000119105","","16317041000119105",""
"16316841000119100","","16316841000119100",""
"16316801000119102","","16316801000119102",""
"16314751000119104","","16314751000119104",""
"16314711000119100","","16314711000119100",""
"16314671000119104","","16314671000119104",""
"16314471000119102","","16314471000119102",""
"16314421000119103","","16314421000119103",""
"16314371000119109","","16314371000119109",""
"16305561000119106","","16305561000119106",""
"16302551000119102","","16302551000119102",""
"16302511000119103","","16302511000119103",""
"16302471000119107","","16302471000119107",""
"16302431000119109","","16302431000119109",""
"16302391000119104","","16302391000119104",""
"16302271000119108","","16302271000119108",""
"16302231000119105","","16302231000119105",""
"16302191000119101","","16302191000119101",""
"16302151000119106","","16302151000119106",""
"16302111000119105","","16302111000119105",""
"16302071000119103","","16302071000119103",""
"16302031000119101","","16302031000119101",""
"16301131000119109","","16301131000119109",""
"16301091000119107","","16301091000119107",""
"16294321000119104","","16294321000119104",""
"16291461000119102","","16291461000119102",""
"16291381000119103","","16291381000119103",""
"16290801000119107","","16290801000119107",""
"16290761000119104","","16290761000119104",""
"16290721000119109","","16290721000119109",""
"16289381000119103","","16289381000119103",""
"16289341000119108","","16289341000119108",""
"16289301000119106","","16289301000119106",""
"16289261000119103","","16289261000119103",""
"16288421000119101","","16288421000119101",""
"16288381000119105","","16288381000119105",""
"16288341000119100","","16288341000119100",""
"16279441000119105","","16279441000119105",""
"16279401000119108","","16279401000119108",""
"16279021000119106","","16279021000119106",""
"16276361000119109","","16276361000119109",""
"16275741000119100","","16275741000119100",""
"16275281000119102","","16275281000119102",""
"16275241000119107","","16275241000119107",""
"16270871000119105","","16270871000119105",""
"16270831000119107","","16270831000119107",""
"16270661000119100","","16270661000119100",""
"16270221000119108","","16270221000119108",""
"16266991000119108","","16266991000119108",""
"16266831000119100","","16266831000119100",""
"16265951000119109","","16265951000119109",""
"16265701000119107","","16265701000119107",""
"16265301000119106","","16265301000119106",""
"16265061000119105","","16265061000119105",""
"16264901000119109","","16264901000119109",""
"16264821000119108","","16264821000119108",""
"16264621000119109","","16264621000119109",""
"16260551000119106","","16260551000119106",""
"16260511000119105","","16260511000119105",""
"16260471000119101","","16260471000119101",""
"16260431000119104","","16260431000119104",""
"16260391000119109","","16260391000119109",""
"16250001000004107","","16250001000004107",""
"16238741000119105","","16238741000119105",""
"16238221000119109","","16238221000119109",""
"16238181000119101","","16238181000119101",""
"16237461000119104","","16237461000119104",""
"16237421000119109","","16237421000119109",""
"16237381000119100","","16237381000119100",""
"16237261000119100","","16237261000119100",""
"16236701000119107","","16236701000119107",""
"16236661000119100","","16236661000119100",""
"16235841000119109","","16235841000119109",""
"16235791000119106","","16235791000119106",""
"16235741000119103","","16235741000119103",""
"16235701000119100","","16235701000119100",""
"16235661000119107","","16235661000119107",""
"16235621000119102","","16235621000119102",""
"16235581000119102","","16235581000119102",""
"16235531000119103","","16235531000119103",""
"16230791000119104","","16230791000119104",""
"16229371000119106","","16229371000119106",""
"16229071000119108","","16229071000119108",""
"16229011000119100","","16229011000119100",""
"16228971000119104","","16228971000119104",""
"16228931000119102","","16228931000119102",""
"16228601000119100","","16228601000119100",""
"16228561000119100","","16228561000119100",""
"16227851000119101","","16227851000119101",""
"16227811000119102","","16227811000119102",""
"16227771000119102","","16227771000119102",""
"16227531000119109","","16227531000119109",""
"16224591000119103","","16224591000119103",""
"16224471000119103","","16224471000119103",""
"16220851000119102","","16220851000119102",""
"16220811000119103","","16220811000119103",""
"16220561000119102","","16220561000119102",""
"16219341000119105","","16219341000119105",""
"16219201000119101","","16219201000119101",""
"16218761000119102","","16218761000119102",""
"16218721000119107","","16218721000119107",""
"16218291000119100","","16218291000119100",""
"16207161000119102","","16207161000119102",""
"16207121000119107","","16207121000119107",""
"16207081000119105","","16207081000119105",""
"16206981000119106","","16206981000119106",""
"16206941000119101","","16206941000119101",""
"16206901000119103","","16206901000119103",""
"16206781000119109","","16206781000119109",""
"16206741000119104","","16206741000119104",""
"16206701000119101","","16206701000119101",""
"16206461000119106","","16206461000119106",""
"16206421000119101","","16206421000119101",""
"16206381000119105","","16206381000119105",""
"16206341000119100","","16206341000119100",""
"16206301000119102","","16206301000119102",""
"16206261000119105","","16206261000119105",""
"16206221000119100","","16206221000119100",""
"16206181000119108","","16206181000119108",""
"16125501000119106","","16125501000119106",""
"16125461000119106","","16125461000119106",""
"16125381000119105","","16125381000119105",""
"16125341000119100","","16125341000119100",""
"16125261000119105","","16125261000119105",""
"16098491000119109","","16098491000119109",""
"16098321000119102","","16098321000119102",""
"16098281000119107","","16098281000119107",""
"16098241000119102","","16098241000119102",""
"16098201000119104","","16098201000119104",""
"16098161000119109","","16098161000119109",""
"16098121000119104","","16098121000119104",""
"16098081000119101","","16098081000119101",""
"16098041000119106","","16098041000119106",""
"16098001000119109","","16098001000119109",""
"16097961000119107","","16097961000119107",""
"16097881000119109","","16097881000119109",""
"16097841000119104","","16097841000119104",""
"16097801000119101","","16097801000119101",""
"16097761000119109","","16097761000119109",""
"16097721000119104","","16097721000119104",""
"16097681000119105","","16097681000119105",""
"16097641000119100","","16097641000119100",""
"16097601000119102","","16097601000119102",""
"16097561000119102","","16097561000119102",""
"16097521000119107","","16097521000119107",""
"16097481000119107","","16097481000119107",""
"16097401000119104","","16097401000119104",""
"16097361000119108","","16097361000119108",""
"16097321000119103","","16097321000119103",""
"16097281000119108","","16097281000119108",""
"16094681000119103","","16094681000119103",""
"16091411000119109","","16091411000119109",""
"16091371000119108","","16091371000119108",""
"16091251000119109","","16091251000119109",""
"16091131000119108","","16091131000119108",""
"16090091000119100","","16090091000119100",""
"16080411000119103","","16080411000119103",""
"16079691000119105","","16079691000119105",""
"16079091000119101","","16079091000119101",""
"16079051000119106","","16079051000119106",""
"16079011000119105","","16079011000119105",""
"16077891000119104","","16077891000119104",""
"16077531000119101","","16077531000119101",""
"16077171000119107","","16077171000119107",""
"16077131000119109","","16077131000119109",""
"16077091000119107","","16077091000119107",""
"16077051000119102","","16077051000119102",""
"16076691000119100","","16076691000119100",""
"16076131000119106","","16076131000119106",""
"16076051000119104","","16076051000119104",""
"16076011000119100","","16076011000119100",""
"16068571000119105","","16068571000119105",""
"16068531000119107","","16068531000119107",""
"16068491000119107","","16068491000119107",""
"16068331000119102","","16068331000119102",""
"16068291000119108","","16068291000119108",""
"16068131000119104","","16068131000119104",""
"16068091000119101","","16068091000119101",""
"16068051000119106","","16068051000119106",""
"16067651000119101","","16067651000119101",""
"16067571000119106","","16067571000119106",""
"16067291000119109","","16067291000119109",""
"16067251000119104","","16067251000119104",""
"16067171000119102","","16067171000119102",""
"16066851000119103","","16066851000119103",""
"16066531000119106","","16066531000119106",""
"16066331000119101","","16066331000119101",""
"16065651000119107","","16065651000119107",""
"16065611000119106","","16065611000119106",""
"16064691000119103","","16064691000119103",""
"16064651000119108","","16064651000119108",""
"16064611000119107","","16064611000119107",""
"16064571000119103","","16064571000119103",""
"16064531000119101","","16064531000119101",""
"16064491000119101","","16064491000119101",""
"16060551000119103","","16060551000119103",""
"16060351000119105","","16060351000119105",""
"16059391000119101","","16059391000119101",""
"16059351000119106","","16059351000119106",""
"16059311000119105","","16059311000119105",""
"16059271000119105","","16059271000119105",""
"16059231000119107","","16059231000119107",""
"16059191000119103","","16059191000119103",""
"16059151000119108","","16059151000119108",""
"16059111000119107","","16059111000119107",""
"16059071000119100","","16059071000119100",""
"16059031000119103","","16059031000119103",""
"16058991000119105","","16058991000119105",""
"16058951000119100","","16058951000119100",""
"16058911000119101","","16058911000119101",""
"16058871000119104","","16058871000119104",""
"16058831000119102","","16058831000119102",""
"16058791000119108","","16058791000119108",""
"16058751000119103","","16058751000119103",""
"16058711000119104","","16058711000119104",""
"16058671000119103","","16058671000119103",""
"16058431000119104","","16058431000119104",""
"16058391000119109","","16058391000119109",""
"16058351000119104","","16058351000119104",""
"16058311000119100","","16058311000119100",""
"16058271000119100","","16058271000119100",""
"16058231000119103","","16058231000119103",""
"16058031000119107","","16058031000119107",""
"16057991000119109","","16057991000119109",""
"16057951000119104","","16057951000119104",""
"16057911000119100","","16057911000119100",""
"16057871000119103","","16057871000119103",""
"16057831000119101","","16057831000119101",""
"16057791000119107","","16057791000119107",""
"16057751000119102","","16057751000119102",""
"16057711000119103","","16057711000119103",""
"16057671000119102","","16057671000119102",""
"16057631000119100","","16057631000119100",""
"16057591000119100","","16057591000119100",""
"16057551000119105","","16057551000119105",""
"16057511000119109","","16057511000119109",""
"16057471000119100","","16057471000119100",""
"16057431000119103","","16057431000119103",""
"16057391000119108","","16057391000119108",""
"16057351000119103","","16057351000119103",""
"16055631000119106","","16055631000119106",""
"16055431000119108","","16055431000119108",""
"16055151000119105","","16055151000119105",""
"16055031000119100","","16055031000119100",""
"16054991000119101","","16054991000119101",""
"16054951000119106","","16054951000119106",""
"16054911000119105","","16054911000119105",""
"16054871000119107","","16054871000119107",""
"16054831000119109","","16054831000119109",""
"16054791000119103","","16054791000119103",""
"16054751000119108","","16054751000119108",""
"16054711000119107","","16054711000119107",""
"16054671000119108","","16054671000119108",""
"16054631000119105","","16054631000119105",""
"16054591000119105","","16054591000119105",""
"16054471000119105","","16054471000119105",""
"16054431000119107","","16054431000119107",""
"16054391000119102","","16054391000119102",""
"16054111000119108","","16054111000119108",""
"16054071000119101","","16054071000119101",""
"16054031000119104","","16054031000119104",""
"16053951000119108","","16053951000119108",""
"16052751000119100","","16052751000119100",""
"16052711000119101","","16052711000119101",""
"16052671000119100","","16052671000119100",""
"16052631000119103","","16052631000119103",""
"16052591000119103","","16052591000119103",""
"16052551000119108","","16052551000119108",""
"16052471000119103","","16052471000119103",""
"16052431000119101","","16052431000119101",""
"16052391000119106","","16052391000119106",""
"16052351000119101","","16052351000119101",""
"16052311000119102","","16052311000119102",""
"16052271000119102","","16052271000119102",""
"16052231000119100","","16052231000119100",""
"16052191000119109","","16052191000119109",""
"16052151000119104","","16052151000119104",""
"16052111000119100","","16052111000119100",""
"16052071000119107","","16052071000119107",""
"16052031000119109","","16052031000119109",""
"16051991000119104","","16051991000119104",""
"16051951000119109","","16051951000119109",""
"16051911000119108","","16051911000119108",""
"16051871000119105","","16051871000119105",""
"16051591000119108","","16051591000119108",""
"16051551000119103","","16051551000119103",""
"16051111000119106","","16051111000119106",""
"16050951000119103","","16050951000119103",""
"16050831000119100","","16050831000119100",""
"16050751000119101","","16050751000119101",""
"16050711000119102","","16050711000119102",""
"16050591000119104","","16050591000119104",""
"16050471000119104","","16050471000119104",""
"16050391000119107","","16050391000119107",""
"16050151000119100","","16050151000119100",""
"16050111000119101","","16050111000119101",""
"16050071000119108","","16050071000119108",""
"16048351000119102","","16048351000119102",""
"16048311000119103","","16048311000119103",""
"16048151000119100","","16048151000119100",""
"16047871000119101","","16047871000119101",""
"16047831000119104","","16047831000119104",""
"16047231000119100","","16047231000119100",""
"16047191000119109","","16047191000119109",""
"16047151000119104","","16047151000119104",""
"16047111000119100","","16047111000119100",""
"16047071000119107","","16047071000119107",""
"16047031000119109","","16047031000119109",""
"16046991000119109","","16046991000119109",""
"16046951000119104","","16046951000119104",""
"16046871000119103","","16046871000119103",""
"16046831000119101","","16046831000119101",""
"16046791000119107","","16046791000119107",""
"16046751000119102","","16046751000119102",""
"16046711000119103","","16046711000119103",""
"16046671000119102","","16046671000119102",""
"16046631000119100","","16046631000119100",""
"16046591000119100","","16046591000119100",""
"16046551000119105","","16046551000119105",""
"16046511000119109","","16046511000119109",""
"16046471000119100","","16046471000119100",""
"16046431000119103","","16046431000119103",""
"16046391000119108","","16046391000119108",""
"16046351000119103","","16046351000119103",""
"16046311000119104","","16046311000119104",""
"16046271000119104","","16046271000119104",""
"16046111000119102","","16046111000119102",""
"16046071000119109","","16046071000119109",""
"16046031000119106","","16046031000119106",""
"16045991000119100","","16045991000119100",""
"16045951000119105","","16045951000119105",""
"16045831000119108","","16045831000119108",""
"16045791000119102","","16045791000119102",""
"16045751000119107","","16045751000119107",""
"16045471000119109","","16045471000119109",""
"16045351000119106","","16045351000119106",""
"16045311000119105","","16045311000119105",""
"16045271000119105","","16045271000119105",""
"16045111000119107","","16045111000119107",""
"16044751000119106","","16044751000119106",""
"16044671000119106","","16044671000119106",""
"16044631000119108","","16044631000119108",""
"16043231000119108","","16043231000119108",""
"16041871000119108","","16041871000119108",""
"16041831000119105","","16041831000119105",""
"16041791000119104","","16041791000119104",""
"16041471000119106","","16041471000119106",""
"16041431000119108","","16041431000119108",""
"16041391000119103","","16041391000119103",""
"16041351000119108","","16041351000119108",""
"16041311000119107","","16041311000119107",""
"16041231000119109","","16041231000119109",""
"16041191000119100","","16041191000119100",""
"16041111000119109","","16041111000119109",""
"16041071000119102","","16041071000119102",""
"16041031000119100","","16041031000119100",""
"16040951000119101","","16040951000119101",""
"16040871000119100","","16040871000119100",""
"16040791000119109","","16040791000119109",""
"16040671000119104","","16040671000119104",""
"16040631000119102","","16040631000119102",""
"16040591000119102","","16040591000119102",""
"16040471000119102","","16040471000119102",""
"16040431000119100","","16040431000119100",""
"16040071000119106","","16040071000119106",""
"16040031000119108","","16040031000119108",""
"16039831000119107","","16039831000119107",""
"16039671000119106","","16039671000119106",""
"16039631000119108","","16039631000119108",""
"16039591000119108","","16039591000119108",""
"16039551000119103","","16039551000119103",""
"16039511000119104","","16039511000119104",""
"16039471000119108","","16039471000119108",""
"16039431000119105","","16039431000119105",""
"16039391000119100","","16039391000119100",""
"16039351000119105","","16039351000119105",""
"16039271000119109","","16039271000119109",""
"16039191000119102","","16039191000119102",""
"16038551000119105","","16038551000119105",""
"16038511000119109","","16038511000119109",""
"16038471000119100","","16038471000119100",""
"16038151000119101","","16038151000119101",""
"16038111000119102","","16038111000119102",""
"16037871000119102","","16037871000119102",""
"16037831000119100","","16037831000119100",""
"16037751000119101","","16037751000119101",""
"16037591000119104","","16037591000119104",""
"16037431000119102","","16037431000119102",""
"16037391000119107","","16037391000119107",""
"16037351000119102","","16037351000119102",""
"16037311000119103","","16037311000119103",""
"16037271000119103","","16037271000119103",""
"16037231000119101","","16037231000119101",""
"16037191000119105","","16037191000119105",""
"16037151000119100","","16037151000119100",""
"16037111000119101","","16037111000119101",""
"16037071000119108","","16037071000119108",""
"16036991000119105","","16036991000119105",""
"16036831000119102","","16036831000119102",""
"16036791000119108","","16036791000119108",""
"16036751000119103","","16036751000119103",""
"16036711000119104","","16036711000119104",""
"16036631000119101","","16036631000119101",""
"16036591000119101","","16036591000119101",""
"16036111000119103","","16036111000119103",""
"16036031000119107","","16036031000119107",""
"16035951000119106","","16035951000119106",""
"16035791000119103","","16035791000119103",""
"16035751000119108","","16035751000119108",""
"16035711000119107","","16035711000119107",""
"16035671000119108","","16035671000119108",""
"16035631000119105","","16035631000119105",""
"16035551000119100","","16035551000119100",""
"16035511000119101","","16035511000119101",""
"16035351000119107","","16035351000119107",""
"16035191000119104","","16035191000119104",""
"16034871000119106","","16034871000119106",""
"16034711000119106","","16034711000119106",""
"16034671000119107","","16034671000119107",""
"16034631000119109","","16034631000119109",""
"16034591000119109","","16034591000119109",""
"16034551000119104","","16034551000119104",""
"16034511000119100","","16034511000119100",""
"16034471000119109","","16034471000119109",""
"16034391000119101","","16034391000119101",""
"16034351000119106","","16034351000119106",""
"16034311000119105","","16034311000119105",""
"16034271000119105","","16034271000119105",""
"16034231000119107","","16034231000119107",""
"16034191000119103","","16034191000119103",""
"16034151000119108","","16034151000119108",""
"16034111000119107","","16034111000119107",""
"16034071000119100","","16034071000119100",""
"16034031000119103","","16034031000119103",""
"16033991000119102","","16033991000119102",""
"16033951000119107","","16033951000119107",""
"16033911000119106","","16033911000119106",""
"16033871000119108","","16033871000119108",""
"16033831000119105","","16033831000119105",""
"16033711000119108","","16033711000119108",""
"16033591000119106","","16033591000119106",""
"16033551000119101","","16033551000119101",""
"16033471000119106","","16033471000119106",""
"16033431000119108","","16033431000119108",""
"16033031000119100","","16033031000119100",""
"16032991000119106","","16032991000119106",""
"16032951000119101","","16032951000119101",""
"16032911000119102","","16032911000119102",""
"16032871000119100","","16032871000119100",""
"16032831000119103","","16032831000119103",""
"16032791000119109","","16032791000119109",""
"16032751000119104","","16032751000119104",""
"16032711000119100","","16032711000119100",""
"16032671000119104","","16032671000119104",""
"16032631000119102","","16032631000119102",""
"16032591000119102","","16032591000119102",""
"16032551000119107","","16032551000119107",""
"16032511000119106","","16032511000119106",""
"16032471000119102","","16032471000119102",""
"16032431000119100","","16032431000119100",""
"16031751000119105","","16031751000119105",""
"16031471000119107","","16031471000119107",""
"16030991000119107","","16030991000119107",""
"16030951000119102","","16030951000119102",""
"16030911000119103","","16030911000119103",""
"16030871000119101","","16030871000119101",""
"16030671000119100","","16030671000119100",""
"16030551000119108","","16030551000119108",""
"16030511000119107","","16030511000119107",""
"16030471000119103","","16030471000119103",""
"16030311000119102","","16030311000119102",""
"16030231000119100","","16030231000119100",""
"16030111000119100","","16030111000119100",""
"16030071000119107","","16030071000119107",""
"16029991000119101","","16029991000119101",""
"16028711000119100","","16028711000119100",""
"16028671000119104","","16028671000119104",""
"16028631000119102","","16028631000119102",""
"16028591000119102","","16028591000119102",""
"16028551000119107","","16028551000119107",""
"16028511000119106","","16028511000119106",""
"16028471000119102","","16028471000119102",""
"16028431000119100","","16028431000119100",""
"16028391000119105","","16028391000119105",""
"16028351000119100","","16028351000119100",""
"16028311000119101","","16028311000119101",""
"16028271000119101","","16028271000119101",""
"16028231000119104","","16028231000119104",""
"16028191000119108","","16028191000119108",""
"16028151000119103","","16028151000119103",""
"16028071000119106","","16028071000119106",""
"16028031000119108","","16028031000119108",""
"16027991000119105","","16027991000119105",""
"16027951000119100","","16027951000119100",""
"16027911000119101","","16027911000119101",""
"16027831000119102","","16027831000119102",""
"16027791000119108","","16027791000119108",""
"16027751000119103","","16027751000119103",""
"16027711000119104","","16027711000119104",""
"16027671000119103","","16027671000119103",""
"16027591000119101","","16027591000119101",""
"16027551000119106","","16027551000119106",""
"16027511000119105","","16027511000119105",""
"16027431000119104","","16027431000119104",""
"16027391000119109","","16027391000119109",""
"16027191000119107","","16027191000119107",""
"16027151000119102","","16027151000119102",""
"16027111000119103","","16027111000119103",""
"16027071000119105","","16027071000119105",""
"16027031000119107","","16027031000119107",""
"16026991000119107","","16026991000119107",""
"16026951000119102","","16026951000119102",""
"16026871000119101","","16026871000119101",""
"16026751000119100","","16026751000119100",""
"16026631000119103","","16026631000119103",""
"16026591000119103","","16026591000119103",""
"16026551000119108","","16026551000119108",""
"16026511000119107","","16026511000119107",""
"16026471000119103","","16026471000119103",""
"16026431000119101","","16026431000119101",""
"16026391000119106","","16026391000119106",""
"16026351000119101","","16026351000119101",""
"16026311000119102","","16026311000119102",""
"16026271000119102","","16026271000119102",""
"16026231000119100","","16026231000119100",""
"16026191000119109","","16026191000119109",""
